Order ID,Start Latitude,Start Longitude,End Latitude,End Longitude,Generate Time,Description
46,37.791141633002546,-122.44227514697606,37.787177066346246,-122.41426218738097,2022-07-18 20:53:14.749743,
47,37.71357204019211,-122.43995631464111,37.778109815109374,-122.4573055807762,2022-07-18 20:53:14.016212,
48,37.78466016696495,-122.4126466877673,37.7873810384463,-122.40895209315914,2022-07-18 20:53:14.019216,
49,37.801677037885284,-122.42919203221807,37.78769090022727,-122.48496898375036,2022-07-18 20:53:14.569625,
50,37.77393046766277,-122.39291811872123,37.78684428085401,-122.41062468053043,2022-07-18 20:53:14.837512,
51,37.80167986759757,-122.4407369780513,37.7297986203052,-122.42112726977432,2022-07-18 20:53:14.744066,
52,37.79260506812218,-122.40440296414974,37.78843208090557,-122.41277652362301,2022-07-18 20:53:14.651943,
53,37.776459526721126,-122.45966017370469,37.76197156314705,-122.41230566337896,2022-07-18 20:53:14.743088,
54,37.77730184016246,-122.4850449380515,37.78433554955715,-122.43181805953856,2022-07-18 20:53:14.403256,
55,37.778499617812834,-122.46108549424227,37.76617692514762,-122.42313989258643,2022-07-18 20:53:14.081677,
56,37.7641587858654,-122.43845899097255,37.75049283800701,-122.4041908484002,2022-07-18 20:53:14.136808,
57,37.80086422088021,-122.41683707858537,37.799267284219724,-122.41952704907953,2022-07-18 20:53:14.897400,
58,37.74637975287365,-122.42719927192523,37.71969004491412,-122.48104770167475,2022-07-18 20:53:14.730823,
59,37.75829499687711,-122.4839059467095,37.795009640351346,-122.40570790730723,2022-07-18 20:53:14.934027,
60,37.78388273859238,-122.41186925573498,37.759976529846575,-122.49097170846179,2022-07-18 20:53:14.350402,
61,37.796979961187596,-122.40630651302956,37.730575695149945,-122.48896776244602,2022-07-18 20:53:14.506753,
62,37.77883889269103,-122.48598751957884,37.78281476369471,-122.45296809998622,2022-07-18 20:53:14.706736,
63,37.778324495001165,-122.43742661802371,37.79022366996491,-122.41127150560928,2022-07-18 20:53:14.308009,
64,37.786152461033495,-122.41802288359398,37.78590581531436,-122.41470342477494,2022-07-18 20:53:14.587052,
65,37.7908442177,-122.4305009183205,37.71040397212482,-122.42221267337722,2022-07-18 20:53:14.394487,
66,37.803266250709086,-122.4279544293042,37.77432640143156,-122.4292674379986,2022-07-18 20:53:14.441410,
67,37.78378773062787,-122.4130349699978,37.76015324357538,-122.40047744182607,2022-07-18 20:53:14.526753,
68,37.718070029305665,-122.45444398764877,37.77748609409135,-122.46306675246485,2022-07-18 20:53:14.779166,
69,37.78265685479417,-122.48162783163069,37.79715085765047,-122.4119132315176,2022-07-18 20:53:14.380403,
70,37.795740390853325,-122.40833490578844,37.77723641808849,-122.44903977318249,2022-07-18 20:53:14.057948,
71,37.79476600677505,-122.40423610893038,37.78706679775415,-122.42356923086282,2022-07-18 20:53:14.117063,
72,37.784271250125165,-122.46091646640816,37.77684335237114,-122.47467129711919,2022-07-18 20:53:14.241804,
73,37.7949993984858,-122.4183742112553,37.784447170189615,-122.41853656258385,2022-07-18 20:53:14.717300,
74,37.76436193570527,-122.45874375998099,37.77256088787645,-122.4227535189258,2022-07-18 20:53:14.096034,
75,37.79310622659485,-122.417955166131,37.76416628383283,-122.44462472378645,2022-07-18 20:53:14.586046,
76,37.784870595548874,-122.4134626830219,37.799222714442635,-122.43434759396686,2022-07-18 20:53:14.163150,
77,37.77139571133346,-122.44947924183909,37.762835328606485,-122.39540272965017,2022-07-18 20:53:14.665129,
78,37.80310030735473,-122.43890354996223,37.7767487950389,-122.43987016933093,2022-07-18 20:53:14.047093,
79,37.751408338712714,-122.40861316132539,37.75578419223463,-122.50442458863505,2022-07-18 20:53:14.884171,
80,37.718661392032736,-122.49380024631797,37.79936781398405,-122.44033593828372,2022-07-18 20:53:14.611744,
81,37.78600913865029,-122.41038449497812,37.75057286196337,-122.41653057090231,2022-07-18 20:53:14.399523,
82,37.746602640651425,-122.4793189446286,37.737211909709686,-122.42298143600482,2022-07-18 20:53:14.716269,
83,37.778585328307706,-122.46016095362515,37.750109625523734,-122.41341572340154,2022-07-18 20:53:14.905457,
84,37.80318699456935,-122.42537154277615,37.78081700677357,-122.42129997859999,2022-07-18 20:53:14.652381,
85,37.77167453156216,-122.44782128043028,37.785542881111965,-122.46638052250108,2022-07-18 20:53:14.595454,
86,37.78667479656996,-122.42377159229068,37.78602461963648,-122.46786563715993,2022-07-18 20:53:14.600544,
87,37.79099509802972,-122.4116983033309,37.755423720489595,-122.4277991581578,2022-07-18 20:53:14.864467,
88,37.71758597083598,-122.46664993475216,37.79251875778275,-122.40631194927961,2022-07-18 20:53:14.027269,
89,37.77844233039399,-122.440615371696,37.80183371129018,-122.40743055425543,2022-07-18 20:53:14.089750,
90,37.78426427738852,-122.41640704791033,37.80397980556388,-122.43821819413027,2022-07-18 20:53:14.482308,
91,37.79035781883109,-122.4339464797818,37.78487424746085,-122.46882533714147,2022-07-18 20:53:14.257500,
92,37.734065518580344,-122.38507736435784,37.777298975440836,-122.4586976204424,2022-07-18 20:53:14.414932,
93,37.79849281767669,-122.4299412229332,37.72263478391008,-122.43034221265043,2022-07-18 20:53:14.009683,
94,37.787212281206,-122.42226250504683,37.76000188477582,-122.42069215825529,2022-07-18 20:53:14.127661,
95,37.7610499328911,-122.50514575717918,37.73763991857397,-122.46630873241573,2022-07-18 20:53:14.964671,
96,37.796448691424125,-122.40326911604163,37.73580453059145,-122.38904832212188,2022-07-18 20:53:14.671871,
97,37.7758493867254,-122.4106070621478,37.76099118469304,-122.48196681936113,2022-07-18 20:53:14.292632,
98,37.71883029920876,-122.43513760040034,37.79535999019654,-122.42099792190187,2022-07-18 20:53:14.025365,
99,37.726504352991526,-122.39666273290408,37.78463820102808,-122.40876624368019,2022-07-18 20:53:14.215149,
100,37.782413393880496,-122.41357284096104,37.754428624804845,-122.42766602239628,2022-07-18 20:53:14.924415,
101,37.786506855097734,-122.41506507959076,37.75100770937996,-122.41241007224676,2022-07-18 20:53:14.322284,
102,37.77431865590957,-122.50559710209436,37.74393695968205,-122.49887688737562,2022-07-18 20:53:14.626026,
103,37.795348347208,-122.41066960744735,37.71310133816301,-122.4535514386054,2022-07-18 20:53:14.448371,
104,37.78195878537352,-122.423529924664,37.70993069248051,-122.41621262395574,2022-07-18 20:53:14.758356,
105,37.80095663010968,-122.4065879669468,37.7603175157405,-122.42558874870605,2022-07-18 20:53:14.371219,
106,37.78379112513896,-122.4338534977516,37.75163305660422,-122.42453230935926,2022-07-18 20:53:14.002092,
107,37.719121168059075,-122.43658946268948,37.718485858044446,-122.4376258782849,2022-07-18 20:53:14.752161,
108,37.79752707545677,-122.41586508211417,37.78715245875102,-122.40977919124151,2022-07-18 20:53:14.718548,
109,37.800342381790465,-122.43180953003787,37.79635347777311,-122.41426652586813,2022-07-18 20:53:14.434738,
110,37.7853759733392,-122.43430504590046,37.78495638936646,-122.41675789203721,2022-07-18 20:53:14.397864,
111,37.78102475622836,-122.42382935015152,37.796114590574795,-122.40766980870902,2022-07-18 20:53:14.610431,
112,37.78621631336072,-122.42105314579271,37.794548498222,-122.40514544318332,2022-07-18 20:53:14.351212,
113,37.752436135427686,-122.41497100389783,37.72861273403072,-122.40719231535572,2022-07-18 20:53:14.296489,
114,37.787053218727486,-122.41440687845326,37.77645477342311,-122.4751974734743,2022-07-18 20:53:14.125378,
115,37.78974338369279,-122.41460742325474,37.71354150322572,-122.41087864012844,2022-07-18 20:53:14.669396,
116,37.79639127372229,-122.46830055119847,37.715662221494966,-122.40270364171732,2022-07-18 20:53:14.581753,
117,37.75744119726263,-122.4051197986928,37.78586529161867,-122.42106709050924,2022-07-18 20:53:14.113029,
118,37.789276724176574,-122.40188642434275,37.727543532057574,-122.38730252579475,2022-07-18 20:53:14.519490,
119,37.785760921258706,-122.43813582730209,37.727412087201394,-122.40737668462967,2022-07-18 20:53:14.879877,
120,37.79447795089571,-122.4139095054373,37.7456568231445,-122.4652502413099,2022-07-18 20:53:14.662817,
121,37.78660151807728,-122.41265306735457,37.79033811442782,-122.45333830258024,2022-07-18 20:53:14.496135,
122,37.74472236391102,-122.4202009236422,37.785424422345805,-122.41381041509185,2022-07-18 20:53:14.595158,
123,37.79601177121977,-122.40253832564986,37.793098587747906,-122.40852828150256,2022-07-18 20:53:14.606730,
124,37.795051389902056,-122.40536022979614,37.79240271307112,-122.42277301523947,2022-07-18 20:53:14.425987,
125,37.77696264806632,-122.43732618024073,37.78561829428181,-122.44032623633817,2022-07-18 20:53:14.139309,
126,37.71252134305349,-122.44061730679506,37.76324114698729,-122.45791936133776,2022-07-18 20:53:14.070379,
127,37.757097773692664,-122.411592789179,37.760215385423514,-122.44510032624588,2022-07-18 20:53:14.835272,
128,37.75402908221579,-122.43088821159981,37.72933608412716,-122.4205810446307,2022-07-18 20:53:14.532722,
129,37.73806743002102,-122.45106526833406,37.74334424175474,-122.50706660993998,2022-07-18 20:53:14.582304,
130,37.73774928589326,-122.48603976171351,37.7841007004797,-122.45314274728987,2022-07-18 20:53:14.620442,
131,37.79006145827736,-122.41104653068756,37.786091153484826,-122.4155517853015,2022-07-18 20:53:14.589723,
132,37.7643201212238,-122.43115228425185,37.77330239099217,-122.42689603965952,2022-07-18 20:53:14.785560,
133,37.788375248841916,-122.41807476077054,37.71007032432978,-122.4454743687923,2022-07-18 20:53:14.002626,
134,37.774671635199425,-122.43634074911147,37.71871913905594,-122.44201521912309,2022-07-18 20:53:14.979995,
135,37.78584461057279,-122.41652113601293,37.793351128203774,-122.4196028874201,2022-07-18 20:53:14.356795,
136,37.74257659627881,-122.41492032831663,37.793063547109725,-122.40770429520346,2022-07-18 20:53:14.853465,
137,37.71257552494606,-122.41295900487218,37.788496962630056,-122.41680165542755,2022-07-18 20:53:14.864070,
138,37.76801616407529,-122.4247543164293,37.775976888420395,-122.45005477256605,2022-07-18 20:53:14.994398,
139,37.78329001637443,-122.48222680114745,37.70924190737337,-122.4156875884203,2022-07-18 20:53:14.544929,
140,37.795791649875575,-122.41859390726914,37.718779555189556,-122.45284821450521,2022-07-18 20:53:14.857967,
141,37.79262752577663,-122.4046525635169,37.76268664163621,-122.4662602974705,2022-07-18 20:53:14.900536,
142,37.777322539991005,-122.44656890773106,37.79530980648207,-122.40907956420023,2022-07-18 20:53:14.890942,
143,37.774945981128866,-122.4746821550181,37.716840709969595,-122.43357132835874,2022-07-18 20:53:14.017106,
144,37.803776020720754,-122.40664769219656,37.78638060860296,-122.42851077887758,2022-07-18 20:53:14.485323,
145,37.72764006502815,-122.43715385457931,37.76055930813546,-122.48138513536084,2022-07-18 20:53:14.950913,
146,37.79796570249101,-122.42074245442575,37.78712231989586,-122.4101427274499,2022-07-18 20:53:14.599724,
147,37.77823844793223,-122.49431337277967,37.764545845052325,-122.46522125094754,2022-07-18 20:53:14.682247,
148,37.790005329331734,-122.43168193293384,37.80120547066986,-122.4096360305344,2022-07-18 20:53:14.859536,
149,37.781097470016284,-122.42145650588228,37.76165455695668,-122.46916538445781,2022-07-18 20:53:14.656158,
150,37.7129565482255,-122.4404863181361,37.76060491223593,-122.41905986287613,2022-07-18 20:53:14.951440,
151,37.78544318219328,-122.41215695183975,37.75062525248572,-122.4173755668704,2022-07-18 20:53:14.164339,
152,37.78705480084817,-122.4174802309816,37.777220460486305,-122.4283204794429,2022-07-18 20:53:14.423222,
153,37.78597623656559,-122.42150172285062,37.78832433585066,-122.41350515758474,2022-07-18 20:53:14.187307,
154,37.75186039764128,-122.40813108343902,37.78246509779258,-122.40096088943783,2022-07-18 20:53:14.741167,
155,37.71542404504417,-122.43961148877433,37.777362315344575,-122.44598219661667,2022-07-18 20:53:14.267065,
156,37.72402924428718,-122.43298248418778,37.75954022506249,-122.48074526305113,2022-07-18 20:53:14.097413,
157,37.75928020023234,-122.40842212406913,37.75511082136404,-122.42884968739804,2022-07-18 20:53:14.690517,
158,37.722632539459674,-122.43375005171299,37.76612235566433,-122.43147101884298,2022-07-18 20:53:14.376881,
159,37.78340822670261,-122.41438606042958,37.782632679422974,-122.48781928168442,2022-07-18 20:53:14.371778,
160,37.78023779027407,-122.43007356437964,37.76102694477652,-122.41792714671779,2022-07-18 20:53:14.650926,
161,37.79229230455663,-122.41039560524675,37.796800890817266,-122.40195891223719,2022-07-18 20:53:14.957587,
162,37.781901168632395,-122.41551053273444,37.78175641188515,-122.48792779676295,2022-07-18 20:53:14.140810,
163,37.75286269651648,-122.47993642238502,37.72283218538017,-122.40040766410883,2022-07-18 20:53:14.946931,
164,37.800984427567116,-122.40724975228211,37.78634120483451,-122.41784056374175,2022-07-18 20:53:14.508455,
165,37.72639342082192,-122.4778489372985,37.75688975382875,-122.45622262473958,2022-07-18 20:53:14.149953,
166,37.75470313416329,-122.4399707844406,37.782682621927634,-122.4825390077535,2022-07-18 20:53:14.269827,
167,37.751891812852996,-122.41725703084131,37.8005942250803,-122.41600396643209,2022-07-18 20:53:14.606879,
168,37.78021748333456,-122.41024004205708,37.771878950186895,-122.42262593246325,2022-07-18 20:53:14.106276,
169,37.78605041588122,-122.41116783184982,37.742923091309805,-122.50533551214177,2022-07-18 20:53:14.552549,
170,37.77420398176267,-122.42323037327587,37.78604124722915,-122.42170750743698,2022-07-18 20:53:14.029119,
171,37.784226556468695,-122.43388672529655,37.780422888874206,-122.41764584232558,2022-07-18 20:53:14.197311,
172,37.78470422138287,-122.48339826958494,37.806842585989166,-122.40976538340168,2022-07-18 20:53:14.445228,
173,37.78462543594766,-122.41229103790612,37.76969541611994,-122.42765890724104,2022-07-18 20:53:14.276603,
174,37.78562530035909,-122.4096000716156,37.79601837981717,-122.40946550168259,2022-07-18 20:53:14.914097,
175,37.77532948702978,-122.44599340348945,37.78823351632256,-122.4100510488752,2022-07-18 20:53:14.420083,
176,37.71062560786242,-122.41717404834475,37.73328737514053,-122.48800527550578,2022-07-18 20:53:14.588671,
177,37.76803067159693,-122.42229616713819,37.79148756533951,-122.41428333667906,2022-07-18 20:53:14.063071,
178,37.76729122332863,-122.42457237167079,37.76720601700511,-122.42050171258681,2022-07-18 20:53:14.908685,
179,37.79520534150654,-122.4146357083083,37.77615907272602,-122.43029322365443,2022-07-18 20:53:14.963679,
180,37.78370584623987,-122.413903247351,37.78544042052888,-122.41067392905725,2022-07-18 20:53:14.700537,
181,37.78099226270077,-122.43761821726463,37.80876241222735,-122.40933106113853,2022-07-18 20:53:14.573572,
182,37.792238820479355,-122.40529660669,37.72233993211713,-122.43370262471093,2022-07-18 20:53:14.708692,
183,37.78913879730766,-122.41696994281374,37.79122225521674,-122.41815970081602,2022-07-18 20:53:14.526422,
184,37.78098617108958,-122.43799620446809,37.78958704193049,-122.41085494335249,2022-07-18 20:53:14.711908,
185,37.77441907257249,-122.44573735607732,37.742604191078236,-122.50661599937526,2022-07-18 20:53:14.674590,
186,37.78724692405665,-122.41482712358231,37.76408003685693,-122.4584692479,2022-07-18 20:53:14.603938,
187,37.79456165487116,-122.40854023821026,37.760803405338564,-122.42289195981216,2022-07-18 20:53:14.180440,
188,37.79292869339713,-122.42548204643586,37.7788385074287,-122.50335662250387,2022-07-18 20:53:14.569093,
189,37.77283770523909,-122.44624806813586,37.79900692709057,-122.40841374574151,2022-07-18 20:53:14.455669,
190,37.762780407450514,-122.50442872976294,37.7354281217895,-122.39234710507384,2022-07-18 20:53:14.400125,
191,37.793666245240104,-122.40860304221803,37.76249013432014,-122.46700291974867,2022-07-18 20:53:14.131944,
192,37.73084587510452,-122.4874311085642,37.781761357332115,-122.42680465615716,2022-07-18 20:53:14.651954,
193,37.72954799753886,-122.46644522607731,37.78165811827241,-122.43085314145738,2022-07-18 20:53:14.371017,
194,37.718113458734,-122.40388883469531,37.78148954785807,-122.42128581803168,2022-07-18 20:53:14.152226,
195,37.78520085431116,-122.41330024915487,37.74622466913189,-122.42548417555633,2022-07-18 20:53:14.367659,
196,37.7612885133748,-122.47941396748963,37.782509362149455,-122.41208600083168,2022-07-18 20:53:14.442588,
197,37.72176432640119,-122.45658474804833,37.780517389285706,-122.40236084019249,2022-07-18 20:53:14.370240,
198,37.79616983278923,-122.41854568403325,37.78504647749052,-122.41091169862749,2022-07-18 20:53:14.028180,
199,37.78433080572976,-122.41582650600819,37.73297784543196,-122.39432986623706,2022-07-18 20:53:14.296503,
200,37.70925459014592,-122.44507704105015,37.781499761157605,-122.42813530443374,2022-07-18 20:53:14.808075,
201,37.78965118019333,-122.41247763334182,37.7952260338149,-122.41111685023213,2022-07-18 20:53:14.665320,
202,37.76343829301805,-122.4277251249765,37.76080944646665,-122.42396139208311,2022-07-18 20:53:14.463376,
203,37.713801736131444,-122.45533596866775,37.70787662132482,-122.4419091588196,2022-07-18 20:53:14.848628,
204,37.75886536340877,-122.4931670876138,37.75524187962708,-122.41435880673176,2022-07-18 20:53:14.675154,
205,37.79148517734859,-122.40783903691712,37.78451575055794,-122.41253376567937,2022-07-18 20:53:14.250554,
206,37.74780565612002,-122.47834973137066,37.79986516149857,-122.40428934493988,2022-07-18 20:53:14.455282,
207,37.77187345290789,-122.42885170483571,37.77828563232363,-122.47442757297148,2022-07-18 20:53:14.340770,
208,37.79427076120483,-122.42365527284385,37.781538348094635,-122.41525213597912,2022-07-18 20:53:14.963358,
209,37.758157234559945,-122.48283845979901,37.781134775295456,-122.42692398655589,2022-07-18 20:53:14.904619,
210,37.74189373248276,-122.49678984736587,37.79688793614243,-122.43274845540832,2022-07-18 20:53:14.469553,
211,37.73737417576462,-122.41086243986517,37.79726680397446,-122.4222315821591,2022-07-18 20:53:14.158711,
212,37.783009701762786,-122.42258632719616,37.80287772543616,-122.43748093751445,2022-07-18 20:53:14.150405,
213,37.73316144569261,-122.3964106828446,37.77549628427743,-122.43024040911594,2022-07-18 20:53:14.379652,
214,37.71004053140535,-122.42155665944092,37.745458002067245,-122.41864231504599,2022-07-18 20:53:14.642320,
215,37.77791363924055,-122.4556754483323,37.748706125058625,-122.4309465348625,2022-07-18 20:53:14.366246,
216,37.784796930778526,-122.4753252625083,37.797822600641226,-122.41408603581824,2022-07-18 20:53:14.160090,
217,37.79026656805956,-122.41265293623078,37.76577627531881,-122.4300245439088,2022-07-18 20:53:14.984073,
218,37.759402981400186,-122.49952596122256,37.79303881568402,-122.43746451216781,2022-07-18 20:53:14.162329,
219,37.79968363257907,-122.40791224532333,37.71256602833518,-122.43825427968036,2022-07-18 20:53:14.533127,
220,37.785206075368194,-122.45178867710337,37.77349210590175,-122.42293991486127,2022-07-18 20:53:14.959234,
221,37.75810484586114,-122.4253774848214,37.79509658849893,-122.41255178669736,2022-07-18 20:53:14.803483,
222,37.79419595146228,-122.42252375238844,37.80172746218696,-122.41531449528779,2022-07-18 20:53:14.670351,
223,37.781061343813626,-122.40078145332582,37.7718348309805,-122.44819539959137,2022-07-18 20:53:14.132912,
224,37.7768822263451,-122.4969650691138,37.71971873435461,-122.4539590078235,2022-07-18 20:53:14.923931,
225,37.73227665112523,-122.42107941311502,37.75036581409624,-122.43713858755284,2022-07-18 20:53:14.117503,
226,37.778215453132084,-122.41197094855458,37.78677091900947,-122.4143129703686,2022-07-18 20:53:14.300438,
227,37.79665613827125,-122.42120872855456,37.76972031007385,-122.43655213788075,2022-07-18 20:53:14.963703,
228,37.7231312687507,-122.45946555189144,37.74355062971567,-122.42786238529057,2022-07-18 20:53:14.563241,
229,37.792339725667745,-122.44067700146431,37.72190423123054,-122.39059952809507,2022-07-18 20:53:14.173279,
230,37.74463550956204,-122.49229510216881,37.777802114938005,-122.46101436175992,2022-07-18 20:53:14.829333,
231,37.73057555050834,-122.41007693045478,37.74710720571101,-122.46806669931514,2022-07-18 20:53:14.728321,
232,37.78709809902952,-122.41348102140562,37.759109613394614,-122.42454259178528,2022-07-18 20:53:14.801112,
233,37.802034326559514,-122.43856317482457,37.777349539270915,-122.47506325984455,2022-07-18 20:53:14.020747,
234,37.77816831520523,-122.41069792302696,37.774779741552905,-122.42985896461697,2022-07-18 20:53:14.540175,
235,37.759821641937165,-122.44317812885225,37.76085976210939,-122.50413531523593,2022-07-18 20:53:14.135937,
236,37.78807242210006,-122.42920459827391,37.76582225746459,-122.44661889537964,2022-07-18 20:53:14.650727,
237,37.75524508136653,-122.39907300604497,37.783657362442774,-122.40973850390974,2022-07-18 20:53:14.870496,
238,37.786900753917756,-122.41187498860059,37.752917321120925,-122.49254425218635,2022-07-18 20:53:14.155596,
239,37.74497470401861,-122.4892255459186,37.76778560198518,-122.42486439911552,2022-07-18 20:53:14.513048,
240,37.78252900920163,-122.46629851604688,37.76214678518226,-122.40253219067692,2022-07-18 20:53:14.353500,
241,37.79893162198529,-122.421459006474,37.781483602337474,-122.41753905819682,2022-07-18 20:53:14.990402,
242,37.75296695398812,-122.44260626593623,37.797182008462634,-122.43975737828008,2022-07-18 20:53:14.106530,
243,37.73994443591764,-122.4869706270849,37.77823952143472,-122.46815290471329,2022-07-18 20:53:14.833829,
244,37.757527867402445,-122.42399703531252,37.75928702827273,-122.45719313357219,2022-07-18 20:53:14.288376,
245,37.780042826414515,-122.45568758200369,37.782775573582654,-122.41218214265429,2022-07-18 20:53:14.615322,
246,37.78643340700791,-122.42006116758759,37.79740757824587,-122.41232995770827,2022-07-18 20:53:14.860291,
247,37.79753592476926,-122.41356837413787,37.75142814975703,-122.4103666148924,2022-07-18 20:53:14.142290,
248,37.783967923666076,-122.41529345843134,37.78549240568671,-122.41330331234916,2022-07-18 20:53:14.699245,
249,37.737690355523924,-122.44988448285984,37.74958043143368,-122.41111025456017,2022-07-18 20:53:14.825288,
250,37.77463340532355,-122.43882461470123,37.774872490192394,-122.4088249896777,2022-07-18 20:53:14.937520,
251,37.757921951749715,-122.42200222911724,37.73616367495795,-122.42702186757148,2022-07-18 20:53:14.721600,
252,37.72219473723748,-122.45705555861554,37.79895644329816,-122.40963333148379,2022-07-18 20:53:14.273116,
253,37.75450668024366,-122.44291279161348,37.77870680211922,-122.44064147595007,2022-07-18 20:53:14.639877,
254,37.72271732759569,-122.43299442324698,37.7733662396544,-122.44920754844577,2022-07-18 20:53:14.492354,
255,37.764185657595746,-122.4756796861173,37.73090581403078,-122.48879590285276,2022-07-18 20:53:14.901664,
256,37.751282971834456,-122.4894726545946,37.78392049250797,-122.4119524227675,2022-07-18 20:53:14.058158,
257,37.72751299598084,-122.40742902988345,37.75898484867845,-122.44527819960024,2022-07-18 20:53:14.098202,
258,37.759510063115904,-122.42474718305226,37.75268188260034,-122.40939291949232,2022-07-18 20:53:14.698126,
259,37.709854192626075,-122.4077510534701,37.764572209098695,-122.46830011919577,2022-07-18 20:53:14.613969,
260,37.74204098237019,-122.41604427802233,37.7982989950672,-122.42975927631147,2022-07-18 20:53:14.618607,
261,37.75767354477244,-122.42523056252261,37.718484807265405,-122.43436762062574,2022-07-18 20:53:14.829439,
262,37.715777635570106,-122.45873029977022,37.78475377250573,-122.41931842404986,2022-07-18 20:53:14.168013,
